locus_tag	ftype	length_bp	gene	EC_number	COG	product
SRR29831_01295	CDS	2235				hypothetical protein
SRR29831_01296	CDS	945	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
SRR29831_01297	CDS	744	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
SRR29831_01298	CDS	495	tpx	1.11.1.15	COG2077	Thiol peroxidase
SRR29831_01299	CDS	264				hypothetical protein
SRR29831_01300	CDS	654	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
SRR29831_01301	CDS	1323				hypothetical protein
SRR29831_01302	CDS	1311			COG1055	putative transporter
SRR29831_01303	CDS	486				hypothetical protein
SRR29831_01304	CDS	1149	lnrN_1		COG0842	Linearmycin resistance permease protein LnrN
SRR29831_01305	CDS	1128				hypothetical protein
SRR29831_01306	CDS	936	lnrL_3	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
SRR29831_01307	CDS	633	lnrK_2		COG2197	Transcriptional regulatory protein LnrK
SRR29831_01308	CDS	1092	lnrJ_2	2.7.13.3		Sensor histidine kinase LnrJ
SRR29831_01309	CDS	660				hypothetical protein
SRR29831_01310	CDS	1143	lnrN_2		COG0842	Linearmycin resistance permease protein LnrN
SRR29831_01311	CDS	1125	lnrM		COG0842	Linearmycin resistance permease protein LnrM
SRR29831_01312	CDS	933	lnrL_4	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
SRR29831_01313	CDS	729				hypothetical protein
SRR29831_01314	CDS	639				hypothetical protein
SRR29831_01315	CDS	1359				hypothetical protein
SRR29831_01316	CDS	1083				hypothetical protein
SRR29831_01317	CDS	957				hypothetical protein
SRR29831_01318	CDS	174				hypothetical protein
SRR29831_01319	CDS	1014				hypothetical protein
SRR29831_01320	CDS	1005				hypothetical protein
SRR29831_01321	CDS	1377				hypothetical protein
SRR29831_01322	CDS	180				hypothetical protein
SRR29831_01323	tRNA	75				tRNA-Glu(ctc)
SRR29831_01324	CDS	2256	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
SRR29831_01325	CDS	366	ziaR			Transcriptional repressor SmtB 
SRR29831_01326	CDS	162				hypothetical protein
SRR29831_01327	CDS	852				hypothetical protein
SRR29831_01328	CDS	549				hypothetical protein
SRR29831_01329	CDS	3531	smc_3			Chromosome partition protein Smc
SRR29831_01330	CDS	1230	sbcD			Nuclease SbcCD subunit D
SRR29831_01331	CDS	462				hypothetical protein
SRR29831_01332	CDS	240				hypothetical protein
SRR29831_01333	CDS	591	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
SRR29831_01334	CDS	525				hypothetical protein
SRR29831_01335	CDS	483				hypothetical protein
SRR29831_01336	CDS	894	rppH	3.6.1.-		RNA pyrophosphohydrolase
SRR29831_01337	CDS	867				hypothetical protein
SRR29831_01338	CDS	570	lemA		COG1704	Protein LemA
SRR29831_01339	CDS	1452	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
SRR29831_01340	CDS	441				hypothetical protein
SRR29831_01341	CDS	759	yjjP_1		COG2966	Inner membrane protein YjjP
SRR29831_01342	CDS	777				hypothetical protein
SRR29831_01343	CDS	702	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
SRR29831_01344	CDS	738	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
SRR29831_01345	CDS	945				hypothetical protein
SRR29831_01346	CDS	873	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
SRR29831_01347	CDS	1143	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
SRR29831_01348	CDS	903	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
SRR29831_01349	CDS	558				hypothetical protein
SRR29831_01350	CDS	801	thiD_2	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
SRR29831_01351	CDS	792	thiM_1	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
SRR29831_01352	CDS	618	thiE_1	2.5.1.3		Thiamine-phosphate synthase
SRR29831_01353	CDS	1212	cdgJ	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
SRR29831_01354	CDS	729	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
SRR29831_01355	CDS	804	fliY_3		COG0834	L-cystine-binding protein FliY
SRR29831_01356	CDS	642	artQ_1		COG0765	Arginine transport system permease protein ArtQ
SRR29831_01357	CDS	717	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
SRR29831_01358	CDS	936				hypothetical protein
SRR29831_01359	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
SRR29831_01360	CDS	1692				hypothetical protein
SRR29831_01361	CDS	3840	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
SRR29831_01362	CDS	789				hypothetical protein
SRR29831_01363	CDS	225				hypothetical protein
SRR29831_01364	CDS	138				hypothetical protein
SRR29831_01365	CDS	687				hypothetical protein
SRR29831_01366	CDS	651				hypothetical protein
SRR29831_01367	CDS	516				hypothetical protein
SRR29831_01368	CDS	3444	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
SRR29831_01369	CDS	828	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
SRR29831_01370	CDS	846	panC	6.3.2.1	COG0414	Pantothenate synthetase
SRR29831_01371	CDS	384	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
SRR29831_01372	CDS	216				hypothetical protein
SRR29831_01373	CDS	1770				hypothetical protein
SRR29831_01374	CDS	783	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
SRR29831_01375	CDS	999	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
SRR29831_01376	CDS	1923	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
SRR29831_01377	CDS	1359		2.3.3.3	COG0119	Citrate (Re)-synthase
SRR29831_01378	CDS	357	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SRR29831_01379	CDS	201				hypothetical protein
SRR29831_01380	CDS	582				hypothetical protein
SRR29831_01381	CDS	723	srrA_4		COG0745	Transcriptional regulatory protein SrrA
SRR29831_01382	CDS	1062	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
SRR29831_01383	CDS	1851	msbA_4	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
SRR29831_01384	CDS	198				hypothetical protein
SRR29831_01385	CDS	1353				hypothetical protein
SRR29831_01386	CDS	1581	moaA_4			GTP 3',8-cyclase
SRR29831_01387	CDS	483				hypothetical protein
SRR29831_01388	CDS	1395				hypothetical protein
SRR29831_01389	CDS	1200				hypothetical protein
SRR29831_01390	CDS	1206				hypothetical protein
SRR29831_01391	CDS	828	lacG			Lactose transport system permease protein LacG
SRR29831_01392	CDS	855				hypothetical protein
SRR29831_01393	CDS	1101	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
SRR29831_01394	CDS	723				hypothetical protein
SRR29831_01395	CDS	864	comEC_2		COG0658	ComE operon protein 3
SRR29831_01396	tRNA	75				tRNA-Asn(gtt)
SRR29831_01397	rRNA	112				5S ribosomal RNA
SRR29831_01398	CDS	216				hypothetical protein
SRR29831_01399	CDS	1422				hypothetical protein
SRR29831_01400	CDS	192				hypothetical protein
SRR29831_01401	CDS	195				hypothetical protein
SRR29831_01402	CDS	858				hypothetical protein
SRR29831_01403	CDS	123				hypothetical protein
SRR29831_01404	CDS	189				hypothetical protein
SRR29831_01405	CDS	246				hypothetical protein
SRR29831_01406	CDS	555				hypothetical protein
SRR29831_01407	CDS	819	sapF		COG4167	Putrescine export system ATP-binding protein SapF
SRR29831_01408	CDS	588	dinG_2	3.1.-.-		3'-5' exonuclease DinG
SRR29831_01409	CDS	951				hypothetical protein
SRR29831_01410	CDS	636	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
SRR29831_01411	CDS	240			COG0071	18 kDa heat shock protein
SRR29831_01412	CDS	1185	yajR		COG0477	Inner membrane transport protein YajR
SRR29831_01413	CDS	564				hypothetical protein
SRR29831_01414	CDS	210				hypothetical protein
SRR29831_01415	CDS	906	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
SRR29831_01416	CDS	1380	dtpA		COG3104	Dipeptide and tripeptide permease A
SRR29831_01417	CDS	156				hypothetical protein
SRR29831_01418	CDS	975				hypothetical protein
SRR29831_01419	CDS	534				hypothetical protein
SRR29831_01420	CDS	156				hypothetical protein
SRR29831_01421	CDS	636				hypothetical protein
SRR29831_01422	CDS	1695				hypothetical protein
SRR29831_01423	CDS	429				hypothetical protein
SRR29831_01424	CDS	1776	mcp4		COG0840	Methyl-accepting chemotaxis protein 4
SRR29831_01425	CDS	210	cspB			Cold shock protein CspB
SRR29831_01426	CDS	2004	mcpB_4		COG0840	Methyl-accepting chemotaxis protein McpB
SRR29831_01427	CDS	1581	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
SRR29831_01428	CDS	459				hypothetical protein
SRR29831_01429	CDS	858	asrC_2	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
SRR29831_01430	CDS	894	cheV		COG0784	Chemotaxis protein CheV
SRR29831_01431	CDS	1266	cshC	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshC
SRR29831_01432	CDS	837	cvfB			Conserved virulence factor B
SRR29831_01433	CDS	1446	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
SRR29831_01434	CDS	4431				hypothetical protein
SRR29831_01435	CDS	4083				hypothetical protein
SRR29831_01436	CDS	930				hypothetical protein
SRR29831_01437	CDS	516	ftnA	1.16.3.2		Bacterial non-heme ferritin
SRR29831_01438	CDS	855	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
SRR29831_01439	CDS	462	cheX	3.-.-.-	COG1406	CheY-P phosphatase CheX
SRR29831_01440	CDS	1359				hypothetical protein
SRR29831_01441	CDS	204				Small, acid-soluble spore protein beta
SRR29831_01442	CDS	201				Small, acid-soluble spore protein beta
SRR29831_01443	CDS	111				hypothetical protein
SRR29831_01444	CDS	129				hypothetical protein
SRR29831_01445	CDS	981	xerD_2		COG4974	Tyrosine recombinase XerD
SRR29831_01446	CDS	474				hypothetical protein
SRR29831_01447	CDS	606	lexA_2	3.4.21.88	COG1974	LexA repressor
SRR29831_01448	CDS	1284				hypothetical protein
SRR29831_01449	CDS	258	hfq		COG1923	RNA-binding protein Hfq
SRR29831_01450	CDS	936	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
SRR29831_01451	CDS	1995	mutL			DNA mismatch repair protein MutL
SRR29831_01452	CDS	2817	mutS_2		COG0249	DNA mismatch repair protein MutS
SRR29831_01453	CDS	1353	miaB_1	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
SRR29831_01454	CDS	1380	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
SRR29831_01455	CDS	162				hypothetical protein
SRR29831_01456	CDS	1191		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
SRR29831_01457	CDS	879	mshD	2.3.1.189		Mycothiol acetyltransferase
SRR29831_01458	CDS	1059	cotI_1			Spore coat protein I
SRR29831_01459	CDS	375	speH_1	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
SRR29831_01460	CDS	1917	ispH	1.17.7.4		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
SRR29831_01461	CDS	651	cmk	2.7.4.25	COG0283	Cytidylate kinase
SRR29831_01462	CDS	372	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
SRR29831_01463	CDS	1224	baiN_1	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
SRR29831_01464	CDS	1266		1.4.1.2		NAD-specific glutamate dehydrogenase
SRR29831_01465	CDS	885	murR_2			HTH-type transcriptional regulator MurR
SRR29831_01466	CDS	711	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
SRR29831_01467	CDS	1290				hypothetical protein
SRR29831_01468	CDS	1281				hypothetical protein
SRR29831_01469	CDS	1404				hypothetical protein
SRR29831_01470	CDS	192				hypothetical protein
SRR29831_01471	CDS	2022				hypothetical protein
SRR29831_01472	CDS	687	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
SRR29831_01473	CDS	432	resA_1			Thiol-disulfide oxidoreductase ResA
SRR29831_01474	CDS	837	nit1	3.5.1.128		Deaminated glutathione amidase
SRR29831_01475	CDS	558				hypothetical protein
SRR29831_01476	CDS	1434	kefB			Glutathione-regulated potassium-efflux system protein KefB
SRR29831_01477	CDS	345				hypothetical protein
SRR29831_01478	CDS	510	ypeA_2	2.3.1.-		Acetyltransferase YpeA
SRR29831_01479	CDS	495				hypothetical protein
SRR29831_01480	CDS	312				hypothetical protein
SRR29831_01481	CDS	234				hypothetical protein
SRR29831_01482	CDS	246				Protein
SRR29831_01483	CDS	1725	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
SRR29831_01484	CDS	1170				hypothetical protein
SRR29831_01485	CDS	1740	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
SRR29831_01486	CDS	1005	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
SRR29831_01487	CDS	1074	hypD		COG0409	Hydrogenase maturation factor HypD
SRR29831_01488	CDS	231				hypothetical protein
SRR29831_01489	CDS	2421	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
SRR29831_01490	CDS	261				hypothetical protein
SRR29831_01491	CDS	522				hypothetical protein
SRR29831_01492	CDS	420				hypothetical protein
SRR29831_01493	CDS	1416		1.12.99.6	COG0374	Periplasmic [NiFeSe] hydrogenase large subunit
SRR29831_01494	CDS	873		1.12.99.6	COG1740	Periplasmic [NiFeSe] hydrogenase small subunit
SRR29831_01495	CDS	702				hypothetical protein
SRR29831_01496	CDS	1368	mepA_5		COG0534	Multidrug export protein MepA
SRR29831_01497	CDS	162				hypothetical protein
SRR29831_01498	CDS	162				hypothetical protein
SRR29831_01499	CDS	861	rhaS_6			HTH-type transcriptional activator RhaS
SRR29831_01500	CDS	459				hypothetical protein
SRR29831_01501	CDS	954	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
SRR29831_01502	CDS	750	drrB			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
SRR29831_01503	CDS	105				hypothetical protein
SRR29831_01504	CDS	1557	ybiT_3		COG0488	putative ABC transporter ATP-binding protein YbiT
SRR29831_01505	CDS	1734	hndD	1.12.1.3	COG3383	NADP-reducing hydrogenase subunit HndD
SRR29831_01506	CDS	1896	rsxB_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
SRR29831_01507	CDS	480	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
SRR29831_01508	CDS	1188	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
SRR29831_01509	CDS	879	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
SRR29831_01510	CDS	1095				Sodium-lithium/proton antiporter
SRR29831_01511	CDS	1137				hypothetical protein
SRR29831_01512	CDS	513				hypothetical protein
SRR29831_01513	CDS	441	ytfJ		COG3874	putative spore protein YtfJ
SRR29831_01514	CDS	582	scpB		COG1386	Segregation and condensation protein B
SRR29831_01515	CDS	747	scpA		COG1354	Segregation and condensation protein A
SRR29831_01516	CDS	168				hypothetical protein
SRR29831_01517	CDS	1224	dacF_2	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
SRR29831_01518	CDS	723				hypothetical protein
SRR29831_01519	CDS	1059				hypothetical protein
SRR29831_01520	CDS	249				hypothetical protein
SRR29831_01521	CDS	1305	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
SRR29831_01522	CDS	816	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
SRR29831_01523	CDS	876	xerD_3			Tyrosine recombinase XerD
SRR29831_01524	CDS	228				hypothetical protein
SRR29831_01525	CDS	654	spoIIM		COG1300	Stage II sporulation protein M
SRR29831_01526	CDS	537	act	3.-.-.-		Methanol dehydrogenase activator
SRR29831_01527	CDS	1527	yjeM			Inner membrane transporter YjeM
SRR29831_01528	CDS	810				hypothetical protein
SRR29831_01529	CDS	306				hypothetical protein
SRR29831_01530	CDS	219				hypothetical protein
SRR29831_01531	CDS	222				hypothetical protein
SRR29831_01532	CDS	822	spo0A		COG0784	Stage 0 sporulation protein A
SRR29831_01533	CDS	1377				hypothetical protein
SRR29831_01534	CDS	897	metAA1	2.3.1.31	COG1897	Homoserine O-acetyltransferase 1
SRR29831_01535	CDS	1227	nadX	1.4.1.21		L-aspartate dehydrogenase
SRR29831_01536	CDS	1281		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
SRR29831_01537	CDS	1704	recN		COG0497	DNA repair protein RecN
SRR29831_01538	CDS	453	argR			Arginine repressor
SRR29831_01539	CDS	843	nadK	2.7.1.23	COG0061	NAD kinase
SRR29831_01540	CDS	822	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
SRR29831_01541	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
SRR29831_01542	CDS	558				hypothetical protein
SRR29831_01543	CDS	873		2.5.1.10		Farnesyl diphosphate synthase
SRR29831_01544	CDS	216	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
SRR29831_01545	CDS	1200	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
SRR29831_01546	CDS	432	nusB		COG0781	Transcription antitermination protein NusB
SRR29831_01547	CDS	396			COG1302	Alkaline shock protein 23
SRR29831_01548	CDS	525				hypothetical protein
SRR29831_01549	CDS	597				hypothetical protein
SRR29831_01550	CDS	591	spoIIIAF			Stage III sporulation protein AF
SRR29831_01551	CDS	1164	spoIIIAE			Stage III sporulation protein AE
SRR29831_01552	CDS	384				hypothetical protein
SRR29831_01553	CDS	198				hypothetical protein
SRR29831_01554	CDS	519	spoIIIAB			Stage III sporulation protein AB
SRR29831_01555	CDS	924				hypothetical protein
SRR29831_01556	CDS	420				hypothetical protein
SRR29831_01557	CDS	558	efp		COG0231	Elongation factor P
SRR29831_01558	CDS	444	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
SRR29831_01559	CDS	519	aroK	2.7.1.71	COG0703	Shikimate kinase
SRR29831_01560	CDS	486				hypothetical protein
SRR29831_01561	CDS	447				hypothetical protein
SRR29831_01562	CDS	717				hypothetical protein
SRR29831_01563	CDS	447				hypothetical protein
SRR29831_01564	CDS	441				hypothetical protein
SRR29831_01565	CDS	447				hypothetical protein
SRR29831_01566	CDS	453				hypothetical protein
SRR29831_01567	CDS	405				hypothetical protein
SRR29831_01568	CDS	1209	epsF		COG1459	Type II secretion system protein F
SRR29831_01569	CDS	1530				hypothetical protein
SRR29831_01570	CDS	1074				hypothetical protein
SRR29831_01571	CDS	807	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
SRR29831_01572	CDS	1731	rqcH			Rqc2 RqcH
SRR29831_01573	CDS	741	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
SRR29831_01574	CDS	378	hit_2		COG0537	Protein hit
SRR29831_01575	CDS	1404	gadB_1	4.1.1.15	COG0076	Glutamate decarboxylase
SRR29831_01576	CDS	342				hypothetical protein
SRR29831_01577	CDS	1710				hypothetical protein
SRR29831_01578	CDS	1083				hypothetical protein
SRR29831_01579	CDS	678	sigI_1			RNA polymerase sigma factor SigI
SRR29831_01580	CDS	984				hypothetical protein
SRR29831_01581	CDS	1575	cloSI	3.4.22.8		Clostripain
SRR29831_01582	CDS	657				hypothetical protein
SRR29831_01583	CDS	702	walR_9		COG0745	Transcriptional regulatory protein WalR
SRR29831_01584	CDS	1911	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
SRR29831_01585	CDS	1710	smc_4			Chromosome partition protein Smc
SRR29831_01586	CDS	474	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
SRR29831_01587	CDS	792	rssB_2			Regulator of RpoS
SRR29831_01588	CDS	1461	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
SRR29831_01589	CDS	690	saeR_2			Response regulator SaeR
SRR29831_01590	CDS	789				hypothetical protein
SRR29831_01591	CDS	852				hypothetical protein
SRR29831_01592	CDS	744	bcrA_5			Bacitracin transport ATP-binding protein BcrA
SRR29831_01593	CDS	1863			COG1132	putative ABC transporter ATP-binding protein
SRR29831_01594	CDS	2328	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SRR29831_01595	CDS	444	yusO			putative HTH-type transcriptional regulator YusO
SRR29831_01596	CDS	441	bltD_2	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
SRR29831_01597	CDS	684	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
SRR29831_01598	CDS	228				hypothetical protein
SRR29831_01599	CDS	1827	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
SRR29831_01600	CDS	1896	acoR_4		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
SRR29831_01601	CDS	441				hypothetical protein
SRR29831_01602	CDS	480	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
SRR29831_01603	CDS	960	moaA_5	4.1.99.22	COG2896	GTP 3',8-cyclase
SRR29831_01604	CDS	1905	cinA_2			Putative competence-damage inducible protein
SRR29831_01605	CDS	1227	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
SRR29831_01606	CDS	489	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
